FactGLTranID,GLTranAmount,JournalID,GLTranDescription,GLTranDate,GLAcctNum,GLAcctName,Statement,Category,Subcategory,StoreNum,StoreName,ManagerID,PreviousManagerID,ContactTel,AddressLine1,AddressLine2,ZipCode,RegionNum,RegionName,SalesRegionName,LastRefreshDate
1345,-10115.582,1602,Payroll Taxes Payment,2019-08-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1346,-9421.848,795,Payroll Taxes Payment,2019-09-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1347,-9810.877,733,Payroll Taxes Payment,2019-10-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1348,-9734.109,1167,Payroll Taxes Payment,2019-11-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1349,-13343.349,1360,Payroll Taxes Payment,2019-12-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1350,-12262.480,849,Payroll Taxes Payment,2020-01-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1351,-9406.368,1571,Payroll Taxes Payment,2020-02-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1352,-8673.663,48,Payroll Taxes Payment,2020-03-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1353,-9440.490,1769,Payroll Taxes Payment,2020-04-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1354,-10993.217,1555,Payroll Taxes Payment,2020-05-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1355,-11618.068,1551,Payroll Taxes Payment,2020-06-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1356,-11564.507,1350,Payroll Taxes Payment,2020-07-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1357,-10588.273,1095,Payroll Taxes Payment,2020-08-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1358,-9862.121,717,Payroll Taxes Payment,2020-09-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1359,-10269.329,328,Payroll Taxes Payment,2020-10-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1360,-10169.965,221,Payroll Taxes Payment,2020-11-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1361,-12945.040,1246,Payroll Taxes Payment,2020-12-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1362,-15182.118,1134,Payroll Taxes Payment,2021-01-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1363,-9406.368,1477,Payroll Taxes Payment,2021-02-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1364,-8673.663,606,Payroll Taxes Payment,2021-03-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1365,-9440.490,43,Payroll Taxes Payment,2021-04-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1366,-10993.217,324,Payroll Taxes Payment,2021-05-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1367,-11618.068,1735,Payroll Taxes Payment,2021-06-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1368,-11564.507,647,Payroll Taxes Payment,2021-07-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1369,-10588.273,1797,Payroll Taxes Payment,2021-08-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1370,-9862.121,984,Payroll Taxes Payment,2021-09-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1371,-10269.329,409,Payroll Taxes Payment,2021-10-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1372,-10169.965,460,Payroll Taxes Payment,2021-11-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1373,-13940.813,1627,Payroll Taxes Payment,2021-12-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1374,70171.920,227,Purchase Inventory - 100,2019-01-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1375,63921.959,602,Purchase Inventory - 100,2019-02-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1376,70658.645,582,Purchase Inventory - 100,2019-03-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1377,81539.246,557,Purchase Inventory - 100,2019-04-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1378,85502.311,758,Purchase Inventory - 100,2019-05-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1379,89904.359,120,Purchase Inventory - 100,2019-06-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1380,83363.700,1496,Purchase Inventory - 100,2019-07-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1381,78193.578,266,Purchase Inventory - 100,2019-08-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1382,76729.120,735,Purchase Inventory - 100,2019-09-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1383,71359.609,580,Purchase Inventory - 100,2019-10-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1384,104095.263,562,Purchase Inventory - 100,2019-11-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1385,91997.436,520,Purchase Inventory - 100,2019-12-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1386,73011.607,1219,Purchase Inventory - 100,2020-01-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1387,66565.863,1247,Purchase Inventory - 100,2020-02-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1388,73423.251,100,Purchase Inventory - 100,2020-03-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1389,85340.850,58,Purchase Inventory - 100,2020-04-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1390,89356.890,1419,Purchase Inventory - 100,2020-05-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1391,92774.640,1860,Purchase Inventory - 100,2020-06-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1392,85334.741,860,Purchase Inventory - 100,2020-07-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1393,78631.363,1665,Purchase Inventory - 100,2020-08-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1394,81569.973,926,Purchase Inventory - 100,2020-09-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1395,71071.795,1830,Purchase Inventory - 100,2020-10-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1396,99341.424,136,Purchase Inventory - 100,2020-11-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1397,118212.252,1008,Purchase Inventory - 100,2020-12-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1398,71361.562,1022,Purchase Inventory - 100,2021-01-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1399,66395.784,1770,Purchase Inventory - 100,2021-02-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1400,71806.560,761,Purchase Inventory - 100,2021-03-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1401,86825.256,1711,Purchase Inventory - 100,2021-04-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1402,89110.930,193,Purchase Inventory - 100,2021-05-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1403,91316.753,62,Purchase Inventory - 100,2021-06-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1404,84867.652,197,Purchase Inventory - 100,2021-07-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1405,79003.053,1129,Purchase Inventory - 100,2021-08-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1406,76603.333,1025,Purchase Inventory - 100,2021-09-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1407,72517.822,234,Purchase Inventory - 100,2021-10-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1408,108102.624,1397,Purchase Inventory - 100,2021-11-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1409,115119.489,1439,Purchase Inventory - 100,2021-12-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1410,49332.504,227,Purchase Inventory - 200,2019-01-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1411,50098.953,602,Purchase Inventory - 200,2019-02-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1412,54424.574,582,Purchase Inventory - 200,2019-03-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1413,54233.916,557,Purchase Inventory - 200,2019-04-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1414,59863.678,758,Purchase Inventory - 200,2019-05-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1415,50343.432,120,Purchase Inventory - 200,2019-06-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1416,51323.658,1496,Purchase Inventory - 200,2019-07-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1417,54145.754,266,Purchase Inventory - 200,2019-08-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1418,57048.630,735,Purchase Inventory - 200,2019-09-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1419,65640.465,580,Purchase Inventory - 200,2019-10-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1420,54593.458,562,Purchase Inventory - 200,2019-11-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1421,69612.241,520,Purchase Inventory - 200,2019-12-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1422,51347.228,1219,Purchase Inventory - 200,2020-01-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1423,52206.481,1247,Purchase Inventory - 200,2020-02-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1424,56571.674,100,Purchase Inventory - 200,2020-03-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1425,56775.094,58,Purchase Inventory - 200,2020-04-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1426,62573.547,1419,Purchase Inventory - 200,2020-05-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1427,51971.442,1860,Purchase Inventory - 200,2020-06-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1428,52562.872,860,Purchase Inventory - 200,2020-07-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1429,54460.909,1665,Purchase Inventory - 200,2020-08-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1430,60658.521,926,Purchase Inventory - 200,2020-09-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1431,65381.493,1830,Purchase Inventory - 200,2020-10-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1432,52107.189,136,Purchase Inventory - 200,2020-11-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1433,89467.969,1008,Purchase Inventory - 200,2020-12-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1434,50197.795,1022,Purchase Inventory - 200,2021-01-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1435,52084.507,1770,Purchase Inventory - 200,2021-02-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1436,55338.163,761,Purchase Inventory - 200,2021-03-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1437,57775.295,1711,Purchase Inventory - 200,2021-04-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1438,62414.989,193,Purchase Inventory - 200,2021-05-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1439,51161.436,62,Purchase Inventory - 200,2021-06-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1440,52281.998,197,Purchase Inventory - 200,2021-07-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1441,54741.955,1129,Purchase Inventory - 200,2021-08-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1442,56924.288,1025,Purchase Inventory - 200,2021-09-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1443,66669.758,234,Purchase Inventory - 200,2021-10-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1444,56666.981,1397,Purchase Inventory - 200,2021-11-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1445,87057.155,1439,Purchase Inventory - 200,2021-12-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1446,56540.640,227,Purchase Inventory - 500,2019-01-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1447,51484.010,602,Purchase Inventory - 500,2019-02-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1448,56936.055,582,Purchase Inventory - 500,2019-03-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1449,65710.982,557,Purchase Inventory - 500,2019-04-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1450,68908.628,758,Purchase Inventory - 500,2019-05-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1451,72448.175,120,Purchase Inventory - 500,2019-06-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1452,67169.844,1496,Purchase Inventory - 500,2019-07-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1453,63025.397,266,Purchase Inventory - 500,2019-08-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1454,61848.474,735,Purchase Inventory - 500,2019-09-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1455,57520.312,580,Purchase Inventory - 500,2019-10-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1456,83902.610,562,Purchase Inventory - 500,2019-11-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
1457,74159.824,520,Purchase Inventory - 500,2019-12-01,1200,Inventory,Balance Sheet,Current Assets,Inventory,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2025-06-09 11:57:23.9870000
